Term	fdr	es	nes	gene %	lead_genes
apoptotic cell clearance (GO:0043277)	0.585095332104609	0.2684543636533258	1.0232719552169494	5.16%	RAC2;ANXA1;THBS1
regulation of sterol biosynthetic process (GO:0106118)	0.5847126513858536	0.37790609329889063	1.0231575151962635	62.24%	RAN;MBTPS1;SREBF1;ABCA2;LPCAT3;SREBF2
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	0.9468847325603699	-0.3555476329168511	-1.0228775079049521	5.80%	NKX2-5;HNF1A
megakaryocyte differentiation (GO:0030219)	0.5856126318676536	0.4005309555847794	1.0224220951787375	5.01%	IL11;CDKN2B
positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)	0.5865435514464343	0.36441846362578756	1.0215698545640697	0.62%	IL1B
contact inhibition (GO:0060242)	0.5864221119452974	0.41132783723008	1.0213498219489696	0.93%	FAP
positive regulation of fatty acid oxidation (GO:0046321)	0.950911596752088	-0.4569214405105607	-1.0211019711984568	54.36%	PPARGC1A;NR4A3;ABCD1;MLYCD;IRS1;PPARA
apoptotic mitochondrial changes (GO:0008637)	0.9499738763654049	-0.3633218094821327	-1.0210831222206391	12.27%	ATP2A1;CAMK2A;ERBB4;BIK
positive regulation of lymphocyte activation (GO:0051251)	0.5865382420410942	0.3116488612382484	1.0209456053760884	10.64%	IL6;THY1;PYCARD;TICAM1
semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)	0.9526583171768273	-0.4193810824693115	-1.019727397540706	51.86%	SEMA3A;PLXNC1;PLXNB3;SEMA3F;PLXNA4;PLXNB1;PLXNA1
phagosome acidification (GO:0090383)	0.9519530679789473	-0.34661727692809446	-1.019622369585705	7.23%	ATP6V1C2;SLAMF8
apoptotic process (GO:0006915)	0.5885008683214394	0.1416101298096474	1.0195917068932434	11.01%	CD14;IL1B;IFIT2;FAP;MX1;PLSCR3;PLSCR1;PMAIP1;FAS;IFI6;AHR;PYCARD;CASP4;PPIA;GLRX2;NLRP1
regulation of response to oxidative stress (GO:1902882)	0.9523385780412865	-0.4831358249772105	-1.0191315812730677	51.74%	ALOX5;PINK1;MCTP1;ABCD1;GGT7
positive regulation of neuron migration (GO:2001224)	0.9514462319518302	-0.4224924012158055	-1.0190959517646527	57.81%	SEMA6A;MDK;SEMA3A;ZNF609;RAPGEF2;NSMF;DAB2IP
regulation of plasma membrane bounded cell projection organization (GO:0120035)	0.9525892121897264	-0.3898909598794135	-1.0183349372698338	24.09%	MARK1;CTNNA2;BRSK2;EFHC2
electron transport chain (GO:0022900)	0.9539375463479842	-0.45663177499401064	-1.0174941069153323	3.81%	PPARGC1A
regulation of receptor binding (GO:1900120)	0.9547277745206355	-0.4604574315912887	-1.0168610634224688	13.63%	MMP9;ATP2A3
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	0.9552869480962911	-0.3049708357400501	-1.016308084464221	19.49%	USP50;NLRC4;CIDEB;NLRP2;CARD9;NODAL;HTRA2
nitrogen compound transport (GO:0071705)	0.9544823845556452	-0.2718004436133173	-1.01624069475357	28.84%	SLC3A1;LRP2;SLC23A1;PDPN;SLC11A1;AQP1;SLC29A4;SLC38A3;ARRDC1;SLC7A6;LRP1B;SLC7A8;RILP;SLC7A10;SLC18A2;SLC6A2;SLC7A2
monoacylglycerol metabolic process (GO:0046462)	0.9544443605032382	-0.4099566252507627	-1.0158964053119006	22.13%	ABHD12B;FAAH;ABHD16B;DGAT1
central nervous system myelination (GO:0022010)	0.954293896763394	-0.4581526041770588	-1.015614664389336	45.04%	SOX10;MYRF;TENM4;B4GALT6;ABCA2
regulation of steroid metabolic process (GO:0019218)	0.9536169948322427	-0.4067782052032458	-1.0155011192431305	45.04%	EPHX2;STUB1;APOE;ABCG1;GNB3;DGKQ;ABCA2
semaphorin-plexin signaling pathway involved in axon guidance (GO:1902287)	0.9530611099998947	-0.48192038893953204	-1.015337204369208	51.86%	PLXNC1;PLXNB3;PLXNA4;PLXNB1;PLXNA1
response to leptin (GO:0044321)	0.9528868697419685	-0.47629936299517595	-1.0150431028594096	27.49%	LRP2;NR1D1;GCK;NR4A3
stem cell differentiation (GO:0048863)	0.9527898883471398	-0.34977783067105966	-1.0147236902089227	49.93%	EPCAM;SETD6;GPM6A;FOXO4;FGFR2;METTL5;TGFB2;ELL3;HOXB4;MEF2C;FBXL17
regulation of organelle organization (GO:0033043)	0.5974285178897727	0.19502897224763668	1.0145742512252232	80.58%	SAR1B;FIS1;SYT11;CLN3;SAR1A;PDCD10;ARL6IP1;MSN;SIRT7;TMEM33;LMAN1;TMED9;AKAP9;SCARB2;CAPN2;MIEF2;CENPV;EHD3;MARK2;PDE4DIP;PRMT6;PLXNB1;EZR;DNM1L;RHOT1;PINK1;TJP1;S100A8;CAMSAP3
regulation of voltage-gated calcium channel activity (GO:1901385)	0.9527823662930166	-0.45868388390561393	-1.014376256437348	13.51%	NPPA;CACNB2
negative regulation of telomere maintenance via telomerase (GO:0032211)	0.5986818361374334	0.37015651116851545	1.0136302635392214	63.02%	PINX1;GNL3L;ACD;DCP2;SRC;CTC1
nucleus organization (GO:0006997)	0.5985425185284765	0.21327040808299808	1.0134238273326421	68.16%	RPS19;CHMP4A;CHMP5;VPS4B;CEP55;SEH1L;SYNE1;NUP35;CHMP2A;TPR;CHMP2B;CHMP1B;TOR1A;NUMA1;VPS4A;SUN2;WDR73;CHMP4C;DMPK
peptidyl-serine modification (GO:0018209)	0.9558533913245494	-0.26924138516044727	-1.012883337310277	34.17%	PRKCZ;HIPK4;CSNK1E;PRKCH;CAMK2A;PNCK;TDGF1;MARK1;SBK1;PDGFB;DYRK1B;RPS6KA5;VRK2;MAP3K12;AKT3;PRKCB;NDNF;CAMK1;DMPK;MAST1;BRSK1;PINK1
protein-containing complex subunit organization (GO:0043933)	0.9562122071883049	-0.2736069959634694	-1.0123758690736295	31.64%	TCAP;PPARGC1A;DLG4;ADD2;TUBGCP4;MATN1;CHCHD10;OTX2;CAPN3;PARD6B;TAPBP;FANCA;LIN7A;TUBGCP2;REPS2;AFG3L2;CD74
negative regulation of lipid biosynthetic process (GO:0051055)	0.9552938359749732	-0.3828817867914425	-1.0123562640227952	28.42%	BMP5;SIK1;BMP2;ASXL3;CEACAM1;SLC27A1
calcium ion transmembrane import into cytosol (GO:0097553)	0.9562332309840237	-0.3628741602527662	-1.011635767192047	13.77%	RYR2;RYR3;PLCG2;SLC8A1
lysine metabolic process (GO:0006553)	0.9555459016683807	-0.43844984802431614	-1.0111635224740918	56.22%	SLC25A21;PIPOX;CRYM;AASS;OGDH;AADAT;PHYKPL
lysine catabolic process (GO:0006554)	0.9555459016683807	-0.43844984802431614	-1.0111635224740918	56.22%	SLC25A21;PIPOX;CRYM;AASS;OGDH;AADAT;PHYKPL
positive regulation of metabolic process (GO:0009893)	0.9547801378845322	-0.28594077008408186	-1.0110870695816878	25.61%	PPARGC1A;GATM;ESRRG;GADD45G;PRDM16;YBX2;DBH;ACACB;CXCR4;CNOT3;GHRL;ACHE;ACACA
protein autophosphorylation (GO:0046777)	0.9545050496369942	-0.2638074492620964	-1.010826496011054	24.84%	WNK2;CAMK2A;TSSK2;ERBB4;PTK6;FLT1;AATK;SIK1;STK26;KDR;DDR1;EPHA1;EPHA4;CAMK2B;SRMS;EPHB3;FGFR3;VRK2;MAP3K12
regulation of generation of precursor metabolites and energy (GO:0043467)	0.954478456009669	-0.3466691317924878	-1.0104672420697531	14.70%	NUP210;JMJD8;PRDM16;POM121
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	0.9542846205801581	-0.2802949909424079	-1.010183958865342	22.91%	PRKCZ;RELN;EPHA7;FGF10;TDGF1;SEMA4D;SFRP2;IGF2;PLCG2;GATA1;PDGFB;EFNA1;PTPN6;BMP6
collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063)	0.6046974647928066	0.39913660460841305	1.009846250320119	2.70%	DDR2;COL1A1
regulation of oxidative stress-induced cell death (GO:1903201)	0.9567311938127342	-0.4748120349671272	-1.0089307423928506	34.17%	STK26;GATA4;PINK1
positive regulation of fat cell differentiation (GO:0045600)	0.9558698105804063	-0.31404183722245854	-1.0088899418925115	29.79%	BMP7;NAPEPLD;SULT1E1;SFRP2;CDS1;LMO3;BMP2;CARM1;FNDC5
RNA phosphodiester bond hydrolysis (GO:0090501)	0.6059875462314882	0.2818346507347177	1.0088448981088314	18.89%	RNASE4;RPP30;RNASEH1;POP1;LACTB2;POP7
negative regulation of cellular response to insulin stimulus (GO:1900077)	0.6063761223159421	0.2842745936106833	1.0080486482133997	0.94%	IL1B;PID1
negative regulation of insulin receptor signaling pathway (GO:0046627)	0.6063761223159421	0.2842745936106833	1.0080486482133997	0.94%	IL1B;PID1
mesoderm formation (GO:0001707)	0.9588065881121032	-0.4201463119453954	-1.0074369805924457	30.51%	CRB2;TBX20;ITGB4;KDM6B
positive regulation of protein-containing complex assembly (GO:0031334)	0.6071428141242365	0.1613458827112063	1.0073818663317942	9.23%	GTF2H5;NRG1;TRABD2A;TLR4;CAPG;CDC42EP2;RBX1;RPS3;ISG15
regulation of macrophage derived foam cell differentiation (GO:0010743)	0.9580162571767142	-0.4205887060844137	-1.0073732646572704	10.03%	PRKCH;NR1H3
positive regulation of lipid metabolic process (GO:0045834)	0.9572505794982432	-0.37929095003286206	-1.0073051854767952	30.12%	EEF1A2;APOA1;SCT;APOE;SORBS1
protein targeting to lysosome (GO:0006622)	0.6073366665864439	0.2928832116788323	1.0069798321302885	70.76%	LAMP2;HSPA8;NAGPA;SCARB2;RAB7A;NCOA4;GGA3;ZFYVE16;AP4M1;VPS4A;SORL1
poly(A)+ mRNA export from nucleus (GO:0016973)	0.6068538230786842	0.40914615618353084	1.0069201630747273	59.12%	ENY2;DDX19A;THOC2;PABPN1;MCM3AP
response to laminar fluid shear stress (GO:0034616)	0.6064687539341109	0.37547485184622387	1.0068261889621273	62.49%	ASS1;KLF2;ABCA1;NFE2L2;SREBF2;SMAD6
negative regulation of myeloid cell differentiation (GO:0045638)	0.6068518671174289	0.31225296442687744	1.0063292029570012	68.82%	WDR61;HSPA9;LEO1;ZFP36;PAF1;LDB1;ZFP36L1;MEIS2;CIB1
response to estrogen (GO:0043627)	0.959694068676034	-0.3531773581688505	-1.0060761703281689	19.84%	CITED4;KRT19;CD24;GHRL
long-term synaptic potentiation (GO:0060291)	0.9588297242474305	-0.40882409666437536	-1.0060401875722007	9.02%	PRKCZ;CRHR2
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	0.9597020434425284	-0.33705548262358587	-1.0053756857770222	42.86%	CRB2;PTPRD;CXADR;AMIGO3;TENM3;TENM1;ADGRL1;TENM4;NLGN1;DCHS1;VCAM1
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	0.9601183220758002	-0.36730658151068907	-1.004879400241585	7.99%	PVRIG;CD160;SLA2
regulation of inflammatory response to wounding (GO:0106014)	0.959525012391074	-0.48143167534799636	-1.0047512751349685	31.46%	SIGLEC10;MDK;ALOX5
intracellular pH reduction (GO:0051452)	0.9593110642198802	-0.3253329204506181	-1.0044771780604165	12.45%	ATP6V1C2;SLAMF8;SLC11A1
tRNA wobble base modification (GO:0002097)	0.6098864725822634	0.3982072318444243	1.004417531427407	60.21%	DPH3;ELP4;ALKBH8;MTO1;CTU2
negative regulation of transmembrane transport (GO:0034763)	0.6092914613895002	0.36395933859985735	1.0044172827705367	5.16%	IL1B;THBS1
positive regulation of locomotion (GO:0040017)	0.9605042490589992	-0.38037127357428924	-1.0036976608331716	22.70%	DUOX1;SPOCK2;NTN1;PDGFB;BVES
regulation of actin filament-based process (GO:0032970)	0.9614949012330964	-0.3014389667251688	-1.0029775237124139	22.33%	RHOF;SMIM22;EPHA3;ARHGAP44;GPM6B;ODAM;CELSR1;RND2
respiratory chain complex IV assembly (GO:0008535)	0.6117433486586835	0.3639058721036421	1.0028599827271585	15.85%	COA3;COX19;COX14
chaperone cofactor-dependent protein refolding (GO:0051085)	0.6119099873439514	0.2837305031274396	1.0024804615758862	37.74%	SDF2;HSPE1;HSPA8;DNAJB12;HSPA5;DNAJB4;DNAJB14;HSPA9;DNAJB1
regulation of protein acetylation (GO:1901983)	0.9632240781096226	-0.4694740996150573	-1.0020055742952525	32.50%	RAPGEF3;CAMK1;KAT5
regulation of nervous system process (GO:0031644)	0.9625521584918812	-0.48304666798181	-1.001894680647729	32.62%	NOS3;CHRNA7;TYMP
regulation of gastrulation (GO:0010470)	0.9620882512998695	-0.41528954177056315	-1.0017034221098768	14.83%	CRB2;OTX2
negative regulation of protein serine/threonine kinase activity (GO:0071901)	0.9619527656961631	-0.2973473698479376	-1.0013798554866422	33.41%	MYOCD;BMP7;CDKN1C;SLC8A1;INCA1;PRKAR1B;HEXIM2;RASIP1;APOE;SORL1;CEBPA;PRKAR2B;HEXIM1
negative regulation of cardiac muscle cell apoptotic process (GO:0010667)	0.9610366085661228	-0.4471999820264983	-1.0013631435911792	30.58%	NKX2-5;HAND2;MDK;GATA4;PPP1R10
glycolipid metabolic process (GO:0006664)	0.9604000927267724	-0.3166577441143914	-1.0012483679232187	17.14%	SMPD3;FUT2;SMPD4;ST6GALNAC3;ESYT3
regulation of platelet aggregation (GO:0090330)	0.9601651841404069	-0.40799295718880857	-1.0009816830931832	26.57%	PDPN;ADAMTS18;BLK;ALOX12;CEACAM1
negative regulation of cell activation (GO:0050866)	0.9594180476082041	-0.3980569953518672	-1.0009109468988444	33.99%	NOS3;NR1D1;PDGFB;APOE;THBD
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	0.959657802269113	-0.38051761447744004	-1.000475653339388	18.48%	FOXH1;ISL1;NODAL
Golgi to lysosome transport (GO:0090160)	0.6152102399685652	0.39638407778790646	1.0004503218978325	60.39%	CLN3;LAMP1;CCDC91;EHD3;AP4M1
proteoglycan biosynthetic process (GO:0030166)	0.6149329372156348	0.291018321172438	1.0002781509190912	0.03%	IGF1
regulation of cell population proliferation (GO:0042127)	0.61254424196463	0.18766205118243923	1.0	8.47%	IGF1;SFRP4;NUPR1;FOSL1;AKR1C3;TIMP1;IL6;CRLF1;GPNMB;IL1B;GREM1;FGF7;IL7R;NMI;CDKN2A;IFIT3;INHBA;S100A11;VDR;NOX4;RUNX1;IL11;NRG1;NGF;TSLP;OSR2;FGF5;CDH13;TSPO;OSMR;DPP4;CXCL8;IGFBP3;NPR3;SGK1;IFI35;CDKN2C;CDKN2B;DERL2;THBS1;NME1;SIX1;BST1;NTRK3;CCPG1;IL15;FTH1;VEGFC;CD200;EEF1E1;CYP1B1;FLT3LG;RPS6
cytokine-mediated signaling pathway (GO:0019221)	0.61254424196463	0.3362231135774267	1.0	13.39%	OASL;MT2A;CCL11;TNFRSF11B;LEP;TIMP1;IL6;CRLF1;XAF1;IL1B;IFIT2;OAS2;IL7R;OAS3;OAS1;IFIT3;MX1;IL24;GBP1;IL11;SP100;IFI30;CCL26;HLA-B;CSF2RB;TSLP;CD70;TRIM22;CD44;OSMR;IL15RA;IL1RL1;COL1A2;CXCL8;SAA1;HMOX1;TRIM38;ANXA1;IFI35;UBA52;ISG20;ANXA2;IL20RB;IFITM3;PSMB2;F3;TMSB4X;PSMA2;PSMA5;IFITM2;LTBR;IL15;IFI6;SKP1;FLT3LG;RBX1;RNASEL;EBI3;ISG15;EDARADD;PSMD14;TNFSF9;PYCARD;MMP2;VIM;SAMHD1;B2M;IRAK3;ICAM1;PPIA;PSMD9;UBB;TALDO1;CXCL1;SDC1;PSMA4;PSMB1;CFL1;PSMA1;RPS27A;IL10RB
positive regulation of intracellular signal transduction (GO:1902533)	0.61254424196463	0.20501751887291633	1.0	11.77%	OASL;IGF1;NUPR1;AKR1C3;LEP;IL6;CD14;IL1B;FGF7;NMI;LGALS1;IL11;NRG1;ECM1;FGF5;CAV1;CDH13;TRIM22;TXN;TLR4;DCN;RAC2;HMOX1;TRIM38;CX3CR1;IFI35;GDF15;APOL3;SECTM1;THBS1;S100A4;LPAR1;TRIB3;TNFAIP8L3;PMAIP1;DHX58;F3;LTBR;NTRK3;ALPK1;RPL37;FLT3LG;GOLT1B;RPS3;LAMTOR4;TICAM1;IQGAP1;SPHK1;MYDGF;ITGB1BP1;FIS1;FGF23
negative regulation of cell population proliferation (GO:0008285)	0.61254424196463	0.1865679602807439	1.0	4.27%	SFRP4;NUPR1;IL6;GPNMB;IL1B;GREM1;NMI;FAP;CDKN2A;IFIT3;APOD;INHBA;S100A11;VDR;NOX4;NGF;CDH13;ANG;CXCL8;IGFBP3;HMOX1;IFI35;CDKN2C
regulation of apoptotic process (GO:0042981)	0.61254424196463	0.14201158353021162	1.0	13.92%	IGF1;SFRP4;COMP;NUPR1;IL6;GREM1;IFIT2;IFIT3;LGALS1;PLAUR;NGF;TSLP;DKK1;CD44;PSENEN;DAB2;PLSCR3;ANXA5;IGFBP3;STK17B;ANXA1;SGK1;UBA52;FMN2;ASNS;THBS1;HYPK;TIAF1;NME1;PMAIP1;FAS;PNMA2;STEAP3;TMEM14A;IFI6;EEF1E1;CYP1B1;RPS6;ARF4;RPS3;TNFRSF10D;RASSF2;ANXA4;ANGPTL4;TNFSF9;TMBIM4;PYCARD;BNIP3L;PPIA;SPHK1;IER3IP1;TCTN3;MYDGF;UBB;CFL1;TAX1BP1;KCNMA1;RPS27A;MAP3K5;SAP18;RSL1D1;DNAJC3;HTATIP2
embryonic skeletal system development (GO:0048706)	0.9600733028393271	-0.3559357801210552	-0.9999476145383245	15.49%	HOXB3;SOX11;FUZ;WNT11
receptor recycling (GO:0001881)	0.959276157406888	-0.4362558881628932	-0.9998862196826915	56.43%	PLEKHJ1;NSG1;SORL1;EHD3;LMTK2;RAB11B
positive regulation of stress fiber assembly (GO:0051496)	0.9591127411995422	-0.32466605542255045	-0.9996092145786823	23.97%	SYNPO2L;APOA1;WNT11;PPM1E;EPHA1;RAPGEF3
regulation of Rab protein signal transduction (GO:0032483)	0.9584274910307834	-0.45129919465126883	-0.999513948036575	54.93%	DENND1A;MADD;DENND4B;DENND3;SGSM3;DENND4C
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	0.9577753152147784	-0.3501601176137118	-0.99939735487358	59.44%	SLA2;SOCS7;PIK3R3;PIP4K2B;PIK3CD;EFR3B;CISH;PIK3C2B;ITPKC;SOCS3;SOCS2;PIK3R1;SOCS6;TTC7B
cardiac epithelial to mesenchymal transition (GO:0060317)	0.9589518914507869	-0.4064365700907058	-0.9985928821829267	21.22%	HEY2;HEY1;BMP2
negative regulation of epithelial cell migration (GO:0010633)	0.9583433995048124	-0.3150336519339803	-0.9984707337637089	25.99%	ADAMTS9;DNAJA4;EPPK1;VASH1;BMP10;MARVELD3;GDF2;APOE
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	0.6152075117046661	0.18273901170857096	0.9982363682975326	5.16%	VEPH1;ASPN;CAV1;DAB2;UBA52;CDKN2B;THBS1
stress-activated MAPK cascade (GO:0051403)	0.6148026012875836	0.19723073600121235	0.9981361834111605	25.49%	UBA52;SKP1;PTGER4;MAP2K3;UBB;RPS27A;MAP3K5;GPS2;ARHGEF6;UBE2N;IRAK1;UBC
phosphatidylinositol biosynthetic process (GO:0006661)	0.9588620541536803	-0.28319650662167756	-0.9979040059237178	55.84%	MTMR7;SLA2;PIGF;PLCG2;CDS1;PIP5K1B;PIGB;SOCS7;SLC27A1;PIK3R3;INPP5J;PIP4K2B;MBOAT7;PIK3CD;EFR3B;MPPE1;CISH;PIK3C2B;INPP5F;PIGH;PITPNM2;ITPKC;SBF1;SOCS3;INPPL1;PGAP3;SOCS2;PIK3R1;PTPN13;MTMR4
RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)	0.6149717946499251	0.41172895776359775	0.9974726819531535	58.86%	ZBTB8OS;CLP1;TSEN54;CPSF1;TSEN34
tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)	0.6149717946499251	0.41172895776359775	0.9974726819531535	58.86%	ZBTB8OS;CLP1;TSEN54;CPSF1;TSEN34
regulation of mesenchymal cell proliferation (GO:0010464)	0.6145047834694791	0.3704604163500987	0.99740410249004	62.99%	STAT1;TGFBR2;WNT5A;CTNNBIP1;LRP5;FGFR2
positive regulation of small GTPase mediated signal transduction (GO:0051057)	0.9606835783091174	-0.3570883151746472	-0.9968613511547096	14.07%	RELN;STK19;FGF10;RASGRP1
carbohydrate biosynthetic process (GO:0016051)	0.960599015944862	-0.4373492184930312	-0.9961744217238809	41.70%	FUT2;B3GALT4;B3GALT2;ST3GAL6
oligosaccharide biosynthetic process (GO:0009312)	0.960599015944862	-0.4373492184930312	-0.9961744217238809	41.70%	FUT2;B3GALT4;B3GALT2;ST3GAL6
negative regulation of developmental growth (GO:0048640)	0.9597013574455068	-0.34321822701422683	-0.9961595868728946	26.46%	FGF13;PTCH1;FGFR3;SEMA3G;DCC
positive regulation of cell adhesion (GO:0045785)	0.9613463685227946	-0.28891832605416307	-0.995179074086886	31.21%	NPNT;DUSP26;SFRP2;TMEM102;HYAL1;NODAL;PDGFB;EPHA4;AGR2;MDK;NDNF;TGM2;CIB1
protein catabolic process (GO:0030163)	0.9604350624522261	-0.29286234246622644	-0.9951682988877033	34.84%	ADAMTS9;FBXO44;NR1D1;CAPN3;CTRL;FBXO2;HTRA2;APOE;CEACAM1;NCCRP1;BAG6;RNF5;TRIM24
phosphatidylserine acyl-chain remodeling (GO:0036150)	0.6186652483833583	0.30825353397172817	0.9950106027697911	69.21%	PLA2G4A;OSBPL8;OSBPL5;MBOAT2;MBOAT1;LPCAT4;LPCAT3;PLA1A
DNA strand elongation involved in DNA replication (GO:0006271)	0.9602745243915498	-0.4482820681372936	-0.9948537359572172	3.23%	MCMDC2
positive regulation of reproductive process (GO:2000243)	0.9610382866477786	-0.3734741793103916	-0.9941953486236605	43.27%	TACR2;CACNA1H;ZP3;APELA;POMZP3;PLCB1;ACVR1B
regulation of cartilage development (GO:0061035)	0.9614473478777305	-0.4052127678527913	-0.9936872272849621	25.35%	WNT11;BMP2;SOX5;MDK
myelin maintenance (GO:0043217)	0.9606056152060555	-0.42731678714893406	-0.993650764669802	44.27%	EPB41L3;CXCR4;PRX;MYRF;ABCD1
protein methylation (GO:0006479)	0.6208066272086585	0.2637262357414447	0.9935898842680672	73.68%	SNRPB;FAM98A;N6AMT1;METTL22;SNRPD3;PRMT2;LCMT1;PRMT6;ICMT;EEF2KMT;CARM1;EHMT2
defense response to fungus (GO:0050832)	0.9599330918023649	-0.47188140740843	-0.993556555126403	19.72%	PLCG2;CARD9;S100A8
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	0.620350134199024	0.26654677070541277	0.9935218329055878	21.94%	RPS27L;IFI16;PYCARD;AEN;TP53;PML
oligosaccharide metabolic process (GO:0009311)	0.9595793250435123	-0.3576394983148213	-0.9933388435851778	23.42%	FUT2;ST6GALNAC3;B3GALT4;ST8SIA2
stress fiber assembly (GO:0043149)	0.6207289020527882	0.30130738826391	0.9927281758137407	69.91%	ITGB5;PDCD10;RHOA;KCTD13;PDLIM1;SRC;TNFAIP1;PHACTR1;SORBS1
contractile actin filament bundle assembly (GO:0030038)	0.6207289020527882	0.30130738826391	0.9927281758137407	69.91%	ITGB5;PDCD10;RHOA;KCTD13;PDLIM1;SRC;TNFAIP1;PHACTR1;SORBS1
regulation of metallopeptidase activity (GO:1905048)	0.6205410535435844	0.38543527809366396	0.9925352346687859	8.70%	TIMP1;TIMP2
negative regulation of NIK/NF-kappaB signaling (GO:1901223)	0.9612373420331927	-0.39854586420101556	-0.9923547120507759	6.77%	BMP7;NLRC3
amyloid fibril formation (GO:1990000)	0.960367190946627	-0.29971581649695206	-0.992325293236019	19.37%	TTR;NPPA;CALB1;SNCAIP;APOA1;ODAM;HSPG2
cell chemotaxis (GO:0060326)	0.9605702014419931	-0.3240923293584471	-0.9918878751416541	18.81%	CXCR5;CCR10;ARHGEF16;CXCR4;CXCR6;PDGFB
negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	0.6215519291112358	0.3636225497644735	0.9917291161077372	63.67%	CALM1;CALM2;PARD3;SPRY2;DGKQ;CADM4
regulation of cellular senescence (GO:2000772)	0.6212229274540623	0.3049288238728979	0.9916078796413723	13.72%	CDKN2A;EEF1E1;B2M;RSL1D1
sprouting angiogenesis (GO:0002040)	0.6206784202794285	0.19227248029743907	0.9915774559376879	16.87%	GREM1;CDH13;THBS1;ADTRP;VEGFC;ITGB1BP1;E2F7;BMP4;RECK;LOXL2
sequestering of extracellular ligand from receptor (GO:0035581)	0.6201873607999486	0.40713224839763845	0.9915087091553547	3.25%	GREM1;FBN1
regulation of smoothened signaling pathway (GO:0008589)	0.9643958304849344	-0.3164068651666942	-0.9900563179420937	54.68%	GPC3;FUZ;PTCH1;OTX2;GLIS2;DLG5;KIF7;FGFR2;TTC23;KCTD21;GAS1;MEGF8;FBXL17;STK36;SMO;GLI3
positive regulation of mitochondrion organization (GO:0010822)	0.963831382748572	-0.2895650160699108	-0.9899292974484409	14.51%	PPARGC1A;MMP9;CIDEB;BIK;CHCHD10;KDR;MOAP1
negative regulation of macrophage activation (GO:0043031)	0.9629282494619695	-0.4444097398188863	-0.9899182763696922	13.13%	NR1H3;NR1D1
regulation of peptidyl-lysine acetylation (GO:2000756)	0.962662983338342	-0.4145865352854746	-0.9896649083028733	1.11%	MYOCD
regulation of protein kinase C signaling (GO:0090036)	0.961830959190531	-0.42112281108998784	-0.9896216644178513	15.49%	ADGRV1;WNT11
positive regulation of nucleic acid-templated transcription (GO:1903508)	0.9630877058038483	-0.2383571279604201	-0.9887738114674867	25.99%	NKX2-5;MYOCD;BMP7;FOXH1;HEY2;KCNH2;CDKN1C;MYCN;TBX5;PPARGC1A;ZNF711;CASZ1;HNF1A;ESRRG;SOX11;TESC;HAS3;ERBB4;FOXP3;CD4;PRDM16;NR1H3;IRF6;HEY1;CDH1;NME2;NR1D1;OTX2;HIVEP3;WNT11;SOX2;LBHD1;CAPN3;PAX6;RFPL3;GATA1;GLIS2;SOX10;PDGFB;RXRB;ZP3;BMP10;DYRK1B;BMP2;HAND2;GDF2;MAP3K12;TP73;RFX6;EGF;PAX3;APOE
regulation of vascular associated smooth muscle cell migration (GO:1904752)	0.9622197266878558	-0.41420417748312477	-0.9887524803535332	29.94%	PDGFB;FGF9;NR4A3;IGFBP5
positive regulation of viral release from host cell (GO:1902188)	0.6250483914775989	0.3961726545566088	0.9886596120616041	31.06%	VAPA;CHMP2A;CHMP2B;CAV2
negative regulation of smooth muscle cell migration (GO:0014912)	0.624482967190756	0.2814735259622809	0.9886410678514232	3.67%	SERPINE1;IGFBP3
digestive system development (GO:0055123)	0.9618015255230916	-0.4390400877072945	-0.9885522400825401	37.04%	COBL;NKX2-6;MIXL1;FGFR2
morphogenesis of a polarized epithelium (GO:0001738)	0.9613827553512085	-0.4002133524394771	-0.9883583120460736	28.56%	FUZ;VANGL2;CELSR1;LAMA5
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	0.6247150616728007	0.19285509655148533	0.9881634961968595	56.47%	LSM5;EXOSC1;WDR61;LSM6;LSM3;EXOSC7;LSM7;HBS1L;TTC37;CNOT4;LSM1;EXOSC2;CNOT6;SAMD4A;ZFP36;DCP2;DIS3;EXOSC6;PAN3;PARN;CNOT1;EXOSC9;CNOT11
diol metabolic process (GO:0034311)	0.9610182946509362	-0.4229688013626741	-0.9881483891022615	11.93%	SGPP2;NOS3
positive regulation of protein localization to membrane (GO:1905477)	0.9613473739906288	-0.2872512766792163	-0.9876732732984892	31.38%	PRKCH;EPHA3;PDZK1;PPP1R13B;ARHGEF16;SLC51B;AGR2;DPP10;TP73;SORBS1;CIB1;NKD2
