Term	fdr	es	nes	gene %	lead_genes
regulation of organelle organization (GO:0033043)	0.9972686674777935	0.12431121566594419	0.5303219457335047	29.38%	ZEB2;NEXN;SAR1B;SQSTM1;CAPN2;AKAP9;FIS1;SYT11;TBC1D25;CLN3;SCARB2
positive regulation of fatty acid metabolic process (GO:0045923)	0.996729379253357	0.23183830262843574	0.5302912704048258	11.50%	PPARA
chromatin-mediated maintenance of transcription (GO:0048096)	0.9960180233942421	0.2067028646320913	0.5293033108358253	79.36%	SERTAD1;SERTAD2;ZMIZ1;ARID1B;CDCA4;SMARCD1;CHEK1
chromatin organization involved in regulation of transcription (GO:0034401)	0.9960180233942421	0.2067028646320913	0.5293033108358253	79.36%	SERTAD1;SERTAD2;ZMIZ1;ARID1B;CDCA4;SMARCD1;CHEK1
fatty acid elongation, monounsaturated fatty acid (GO:0034625)	0.994738697698674	0.21542387514414646	0.527018105026157	24.12%	ELOVL2;ELOVL1
fatty acid elongation, polyunsaturated fatty acid (GO:0034626)	0.994738697698674	0.21542387514414646	0.527018105026157	24.12%	ELOVL2;ELOVL1
fatty acid elongation, unsaturated fatty acid (GO:0019368)	0.994738697698674	0.21542387514414646	0.527018105026157	24.12%	ELOVL2;ELOVL1
fatty acid elongation, saturated fatty acid (GO:0019367)	0.994738697698674	0.21542387514414646	0.527018105026157	24.12%	ELOVL2;ELOVL1
response to axon injury (GO:0048678)	0.9942505689171379	0.20598248189716817	0.5268533034358053	7.63%	APOD
nucleic acid-templated transcription (GO:0097659)	0.995862729602614	0.17495278079834312	0.5214326366015924	60.92%	POLR2L;RRAGC;MEF2A;POLR2F;EPC1;POLR2D;MED20;RNPS1;PTMA;MMS19
protein localization to Golgi apparatus (GO:0034067)	0.9958070446511298	0.15922804920105485	0.5201979104056352	30.87%	OPTN;TMED10;VPS13C;SYS1;ARL1;ARFRP1
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	0.9965944190941942	0.14710409766405946	0.5165909760387768	25.67%	PLAGL1;MUC1;RPS27L;PLK2;CDKN1A;CRADD
focal adhesion assembly (GO:0048041)	0.9963205097129333	0.16653278586775683	0.5157570344292083	11.71%	DLC1;THSD1
fatty acid elongation (GO:0030497)	0.9952647593673428	0.20220932409661108	0.5156428307309654	79.81%	ELOVL2;ELOVL1;HACD1;ELOVL5;ELOVL4;ELOVL7;ELOVL6
very long-chain fatty acid biosynthetic process (GO:0042761)	0.9952647593673428	0.20220932409661108	0.5156428307309654	79.81%	ELOVL2;ELOVL1;HACD1;ELOVL5;ELOVL4;ELOVL7;ELOVL6
intracellular protein transport (GO:0006886)	0.996845831653015	0.08951132985369777	0.5093717014589454	20.76%	LTBP2;COPZ2;TBC1D9;EGR2;WLS;EVI5;TRAK2;TBC1D12;CTSA;GABARAP;SAR1B;RAB32;RAB22A;RAB29;ARL4D;TBC1D2;LAMP2;SIL1;IFT22;TGFB1;VPS28;STX12
phosphatidylinositol dephosphorylation (GO:0046856)	0.9963594278725146	0.17950754661717544	0.5091875326300938	20.91%	MTMR11;SYNJ1;SYNJ2
cellular response to nitrogen compound (GO:1901699)	0.9961523978143194	0.19921363040629086	0.5081417347345722	80.10%	ATP2B4;RIOK3;ATRX;EPG5;ROCK2;DDI2;BLM
hippo signaling (GO:0035329)	0.9956246558565406	0.1764638574774005	0.5080879328393016	16.40%	FAT4;WWTR1
regulation of mesenchymal cell proliferation (GO:0010464)	0.9956167850952752	0.19068753507355202	0.5065075457745606	18.08%	WNT5A;TGFBR2
regulation of ATP metabolic process (GO:1903578)	0.9962034542196916	0.12710325577270362	0.5030258228851355	0.65%	COX7A1
cellular response to DNA damage stimulus (GO:0006974)	0.9957172468051361	0.09031237162736144	0.5028255973280381	19.50%	SLFN11;DDIT3;CRIP1;SPATA18;PARP3;SUSD6;NABP1;UBA7;ZBTB38;TREX1;FOXP1;MICA;FMN2;POLH;ENDOV;FNIP2;SETD7;TAOK3;RBM24;NCOA6
negative regulation of DNA recombination at telomere (GO:0048239)	0.9954530749469802	0.20329630825131134	0.5000348740780264	43.96%	POLR2L;ATRX;POLR2F;TERF2IP
regulation of DNA recombination at telomere (GO:0072695)	0.9954530749469802	0.20329630825131134	0.5000348740780264	43.96%	POLR2L;ATRX;POLR2F;TERF2IP
cell cycle checkpoint signaling (GO:0000075)	0.9963806087963815	0.19771578356113095	0.49493578870229926	80.25%	NABP1;PLK2;CHFR;ZWILCH;WEE1;BUB1;BUB1B
regulation of intracellular pH (GO:0051453)	0.9971240167178105	0.2003842345063796	0.49022324858730065	49.40%	SLC4A4;CLN3;SLC9A7;SLC4A2;SLC9A1
negative regulation of amyloid-beta clearance (GO:1900222)	0.9975101756485282	0.21093018903237887	0.4865806828849259	78.93%	LRPAP1;IFNGR1;SRF;CYP51A1;HMGCR
nucleotide biosynthetic process (GO:0009165)	0.9976215384380868	0.2167321729365526	0.48392450118941377	78.35%	NMNAT1;ME1;PRPSAP1;GART;PPAT
protein modification by small protein conjugation (GO:0032446)	0.9971894857061094	0.08481087657616772	0.4835029583126133	32.40%	EPAS1;FBXO32;TRIM38;EGR2;FBXO4;LMO7;UBE2D4;UBA7;IFIH1;HECW2;RNF152;ANAPC11;SPSB1;ISG15;UBA52;SKP1;NEDD4;UBE2B;CUL9;FBXL17;NFE2L2;ENC1;RNF181;UBB;FBXO9;ATG7;RBX1;RNF14;FBXL2;ARRDC4;DTX3L;TPR;ANAPC16;WDR61;KLHL20;UBC;PEX2;TRIM44;UBE2A
negative regulation of RNA metabolic process (GO:0051253)	0.9982402836068569	0.1768360813540062	0.4764637514854205	20.61%	KAT2B;TGFB1
regulation of histone H3-K9 acetylation (GO:2000615)	0.9978562280800143	0.20662549129702415	0.47569725822775116	79.36%	CAMK1;KMT2A;HDAC5;PIH1D1;CHEK1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	0.9973835366035434	0.08470877485620085	0.4753526226295316	42.58%	DDIT3;FBXO4;FBXL13;HECW2;SEL1L;FBXO48;HERPUD1;ANAPC11;SPSB1;PSMD9;SIRT2;UBA52;DERL2;SKP1;NEDD4;UBE2B;FBXL17;NFE2L2;PSMB2;ARNTL;EDEM1;UBB;FBXO9;RBX1;ZFAND2A;DNAJB12;FBXL2;PCBP2;ANAPC16;SPOP;TMUB2;TRIM25;KLHL20;UBC;FEM1A;PSMF1;PSMA5;UBE2A;APPBP2;FBXO17;PML;PSME1;RBCK1;DNAJB9;FBXL20;MAN1A1;FBXL3;UBXN8;OS9;NSFL1C;MDM2;PSME2;RNF185;ANAPC5;PCNP;NEMF;PSMB10;MAEA
mitotic cytokinetic process (GO:1902410)	0.9974306714598812	0.2127772147805668	0.47256891444884475	27.52%	CHMP4A;CHMP5
porphyrin-containing compound biosynthetic process (GO:0006779)	0.9982658614243767	0.16426297059374428	0.4653895539151058	83.60%	TSPO;ALAD;UROD;COX15;SLC25A38;COX10;RSAD1;PGRMC1;FLVCR1
protein localization to nucleus (GO:0034504)	0.9978407415771731	0.10292334814974088	0.4647981590460556	8.58%	COL1A1;GBP2;BMP4
protein polyubiquitination (GO:0000209)	0.9974381131572354	0.08565412529612787	0.46407714902555913	39.66%	FBXO32;TRIM38;FBXO4;LMO7;UBE2D4;TNFAIP3;FBXL13;HECW2;TTC3;RNF152;ANAPC11;SPSB1;PSMD9;UBA52;SKP1;NEDD4;UBE2B;RNF217;FBXL17;PSMB2;UBB;TRIM56;FBXO9;RBX1;RNF14;LNPEP;DTX3L;SPOP;KLHL20;UBC;PSMF1;PSMA5;UBE2A;DDA1;FBXO17;PSME1;RBCK1;FBXL20;FBXL3;ANAPC13;RNF213;MDM2;RNF19A;TRIM22;PSME2
modification-dependent protein catabolic process (GO:0019941)	0.9970872989063565	0.09224451880848208	0.4630925709248225	41.29%	UBE2D4;KCTD21;TTC3;HERPUD1;ANAPC11;SQSTM1;SPSB1;PSMD9;ISG15;UBA52;NEDD4;UBE2B;RNF217;UBB;RBX1;RNF14;DTX3L;ANAPC16;TRIM25;UBC;FEM1A;PSMF1;UBE2A;RNF7;RNF213;OS9;MDM2;PCYOX1;RNF19A;RNF185;ANAPC5;NDFIP2
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)	0.997201956237444	0.18909687820150536	0.459250533158671	20.10%	PTGIS;ASXL1
positive regulation of chromosome segregation (GO:0051984)	0.9973538822588371	0.1983904173685194	0.45502412639225237	80.18%	SIRT2;SMC5;SMC6;CCNB1;RCC2
amino sugar biosynthetic process (GO:0046349)	0.9968171836538994	0.18245535361247334	0.45134070809963006	31.88%	NAGK;GNPDA2;UAP1
UDP-N-acetylglucosamine biosynthetic process (GO:0006048)	0.9968171836538994	0.18245535361247334	0.45134070809963006	31.88%	NAGK;GNPDA2;UAP1
heme biosynthetic process (GO:0006783)	0.9964581343992471	0.16695666420358313	0.44980837681303654	8.60%	TSPO
plasma membrane tubulation (GO:0097320)	0.9970095911071107	0.16929414216696337	0.4410500975320397	35.58%	EHD2;CHMP4A;BIN3;WHAMM
mRNA splice site selection (GO:0006376)	0.9973856937600378	0.14593480704383682	0.43237370202982384	85.43%	NOL3;CELF2;SRSF10;SLU7;ISY1;SRSF1;CELF1;PSIP1;SRSF12;LUC7L2
ATP-dependent chromatin remodeling (GO:0043044)	0.9984183974904468	0.12265566391597911	0.41283083278857907	87.77%	ERCC6;SMARCA2;SRCAP;CHD3;SMARCC2;ARID1B;ZNHIT1;SPTY2D1;SMARCA4;SMARCA5;HNRNPC;SMARCC1;VPS72;NASP;SMARCD2;CECR2
dicarboxylic acid metabolic process (GO:0043648)	0.9979226698513219	0.12150759422463914	0.41221517874954317	87.88%	ALDH1L2;ME3;NIT2;D2HGDH;ASS1;ME1;GCLM;ACLY;ME2;GOT2;GPT2;IDH1;L2HGDH;ALDH5A1;GGT1
fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)	0.9994128961004882	-0.14217242850949502	-0.3692771422600041	30.65%	ACOXL;DECR2;HSD17B4
UDP-N-acetylglucosamine metabolic process (GO:0006047)	1.0	-0.15278037820632842	-0.37373661355350773	84.76%	RENBP;GFPT2;PGM3;SLC35A3;UAP1;GNPDA2;NAGK
protein ubiquitination (GO:0016567)	1.0	-0.07149462852207493	-0.3771399087737477	7.61%	TRIM71;TRIML2;PHC1;CBLC;SPSB4;RNF125;FBXO2;RNF144A
fatty acid beta-oxidation (GO:0006635)	1.0	-0.11138186021600882	-0.3842128386202358	10.23%	ACOXL;SLC27A2
cellular response to insulin stimulus (GO:0032869)	1.0	-0.09449474977119857	-0.3995422393221075	28.74%	GRB7;GRB14;SH2B2;PDE3B;IRS4;GPLD1;FOXO4;SORBS1;SLC25A33;ENPP1;PARP1;PIK3R3
ubiquitin-dependent protein catabolic process (GO:0006511)	0.9999957117862717	-0.08410323752338206	-0.42761211634918955	7.61%	TRIM71;USP44;CBLC;SPSB4;RNF125;RNF144A
regulation of defense response to virus (GO:0050688)	1.0	-0.18440301816833354	-0.428515382958944	23.50%	IFNLR1;PPM1B
fatty acid catabolic process (GO:0009062)	1.0	-0.12200275699920876	-0.42996878188482546	72.36%	FAAH;SLC27A2;PCCA;HSD17B4;AUH;PCCB;PECR;ACAA2;LPIN1;ACADVL;AIG1;DECR1;ACAT1;ACOX1;BDH2;MCEE;SCP2;HADHB;PEX2;LPIN2;CROT
positive regulation of mesenchymal cell proliferation (GO:0002053)	1.0	-0.18083114938225384	-0.4312583061232034	81.96%	FGFR2;LRP5;MYC;SOX9;STAT1;TGFBR2
proteasomal protein catabolic process (GO:0010498)	1.0	-0.09191763974183206	-0.43324538145688857	83.04%	TRIM71;USP44;SPSB4;BRSK2;FBXO44;PELI1;PMAIP1;FBXL19;BFAR;ANKRD9;RFFL;DDI2;SIRT1;RNF122;CDC34;KBTBD7;RMND5A;MTA1;UBE2G1;WWP1;KCTD2;SKP2;RMND5B;PLAA;FBXO45;TBL1X;UBXN2B;DERL1;TRIM13;CLOCK;PSMC5;PSMA1;KCTD10;ZSWIM8;UBE2W;MAEA;PSMB10;PCNP;RNF41;RNF185;ERLEC1;PSME2;MDM2;NSFL1C;RBCK1;PSME1;PML;APPBP2;UBE2A;PSMA5;PSMF1;KLHL20;SPOP;PCBP2;DNAJB12;ZFAND2A;RBX1;ARNTL;PSMB2;ENC1;NFE2L2;FBXL17;UBE2B;NEDD4;SIRT2;PSMD9;SPSB1;RCN3
microtubule anchoring at centrosome (GO:0034454)	1.0	-0.18689342395963254	-0.4428812806453917	22.74%	CCDC120;NINL
nuclear membrane disassembly (GO:0051081)	1.0	-0.17415730337078653	-0.4530351980829251	82.63%	PRKCB;VRK1;CCNB1;AKAP8L;LPIN1;CTDNEP1;NEK6;PRKCA
transcription by RNA polymerase III (GO:0006383)	1.0	-0.17212961228694512	-0.4540824857696542	82.83%	POLR3G;SNAPC4;IVNS1ABP;GTF3C2;GTF3C1;POLR3H;ZC3H8;POLR3GL;POLR2L
mitotic nuclear membrane disassembly (GO:0007077)	1.0	-0.184365343977151	-0.45749901239425816	33.68%	PRKCB;VRK1;CCNB1
organophosphate biosynthetic process (GO:0090407)	1.0	-0.16141028532289892	-0.46343076428378993	36.24%	LPCAT1;MBOAT1;IPMK;TKT;AGPAT5
chondroitin sulfate proteoglycan metabolic process (GO:0050654)	1.0	-0.19748016122579573	-0.4644748814361246	24.63%	B3GAT1;XYLT1
regulation of mitotic cell cycle phase transition (GO:1901990)	1.0	-0.10389210734945643	-0.46535056775468325	81.56%	CSNK1E;TUBB4A;PTPN6;CDC14A;BUB1B;PRKAR2B;NINL;TFAP4;PLK4;UBE2D1;CENPE;UBE2E1;CENPF;CDC14B;MAD2L1;CDC26;CEP72;CCNB1;FBXO5;KNTC1;ALMS1;ANAPC1;CEP70;HAUS6;CEP57;CUL1;DYNC1H1;APPL2;PKD1;CSNK1D;PSMC5;PSMA1;TUBA1A;CDK5RAP2;CETN2;TUBA4A;PSMB10;ANAPC5;PSME2;PRKACA;PSME1;PSMA5;PSMF1;UBC;ANAPC16;CEP290;CEP164;DYNLL1;NEK6;UBB;PSMB2;ID2;DCTN3;CEP41;SKP1;UBA52;AKAP9;SIRT2;PSMD9
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1.0	-0.14200412259417602	-0.46725053173907555	34.24%	CNOT3;SFN;CHEK2;CNOT11;CNOT1;PRMT1;CCNB1;ARID3A
very long-chain fatty acid metabolic process (GO:0000038)	1.0	-0.15235867849529364	-0.4708694875003044	20.23%	SLC27A2;SLC27A6;ELOVL6
carbohydrate derivative transport (GO:1901264)	1.0	-0.21822945910537153	-0.48021863755641125	78.22%	SLC29A2;PLTP;SLC29A1;CLN3;NPC2
glycolipid biosynthetic process (GO:0009247)	1.0	-0.18060270785299382	-0.4901753505305236	24.55%	B4GALT6;B3GNT5;PIGW
regulation of primary metabolic process (GO:0080090)	1.0	-0.11594311382596334	-0.4912003982682704	31.28%	FGFR4;APOE;ACACA;FASN;SCD;ELOVL6;TM7SF2;HMGCR;HMGCS1;FDFT1;SQLE;LDLR;CYP51A1;SREBF1;SREBF2
histone methylation (GO:0016571)	1.0	-0.16754122938530733	-0.4954629601779515	83.30%	CTCFL;PRMT1;FBL;PRMT6;SETD6;SUV39H2;EHMT1;CREBBP;N6AMT1;NTMT1;PRMT2;SMYD2
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	1.0	-0.12718720602069614	-0.49704204019647114	87.38%	RPL17;RPS9;RPS3A;RPS10;RPL36A;RPL7;RPS27;RPSA;RPL38;RPL21;RPS2;RPS15;RPL9;SRP9;RPS5;RPL15;RPS13;RPL37;RPS6;RPL13;RPLP1;RPL10;RPL34;RPL28;RPS3;SEC63;RPL32;SRP19;RPL27A;RPS19;UBA52;RPS14;RPS23
cytoplasmic translation (GO:0002181)	1.0	-0.127163280662152	-0.5011185526872592	87.38%	RPL17;RPS9;RPS3A;RPS10;RPL36A;RPL7;RPS27;RPSA;RPL38;RPL21;RPS2;RPS15;RPL9;RPS5;TMA7;RPL15;RPS13;RPL37;RPS6;RPL13;RPLP1;RPL10;RPL34;RPL28;RPS3;RPL32;RPL27A;RWDD1;RPS19;UBA52;RPS14;RPS23
positive regulation of vascular endothelial cell proliferation (GO:1905564)	1.0	-0.20464332521999626	-0.5033723954411263	79.58%	MDK;AKT3;SP1;HMGB1;PLCG1;PDPK1;ITGA4
glycerophospholipid metabolic process (GO:0006650)	1.0	-0.14752252252252251	-0.5037808399334244	85.32%	PLA2G3;PLA2G7;GPLD1;ABCA3;PIGW;AGK;SERINC5;PNPLA6;PIGA;PLCG1;PIP5K1A;PIGM;PIGG;SERINC1;CLN3;SYNJ1;PDGFRB;PLA2G15;PLA2G4A;PIGP
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	1.0	-0.20314547837483618	-0.5038056558339389	79.73%	BMI1;CDC14B;RPS2;AXIN1;ARRDC4;GOLGA2;SKP1
microtubule bundle formation (GO:0001578)	1.0	-0.19751382353048105	-0.5053452258134393	25.07%	FOXJ1;CAPN6;MAP1S
regulation of mRNA splicing, via spliceosome (GO:0048024)	1.0	-0.13056734581200444	-0.5053931278639099	47.10%	KHDRBS2;RBFOX3;RBM11;SRSF12;RBFOX2;HNRNPA1;KHDRBS3;RBM15;DAZAP1;RBM4;C1QBP;RBMX;KHDRBS1;HNRNPL;CELF1;PTBP1;RNPS1;DDX17;TIA1
protein homooligomerization (GO:0051260)	1.0	-0.12615702403190618	-0.5063819824488421	83.15%	CARD11;ACACA;ADCY8;BEND3;BLM;CLYBL;CTH;POLQ;TRMT61B;ECT2;PRMT1;ATL2;SPAST;MPP2;SSBP1;RBMX;CBR4;PYCARD;CRYZ;APPL2;MICU1;CHMP2A;EHD1;ACOT13;USP16;EHD3;RNF213;CBY1;GLS;PKD2;GOLGA2;ALDH1A3;ALDOA;ALAD;ATL3;DISP1;TIFA;ALDH1A2
cellular response to peptide hormone stimulus (GO:0071375)	1.0	-0.12725034743724728	-0.5084962264940038	39.30%	ADCY2;ADCY1;PDE3B;ADCY8;GPLD1;PRKAR2B;SORBS1;SLC25A33;ENPP1;PARP1;PRKAR1B;RAB15;RAB12;TBC1D4;PRKCI;INSIG1;C2CD5
bile acid biosynthetic process (GO:0006699)	1.0	-0.2287271289698461	-0.5097128934954656	10.23%	SLC27A2
recombinational repair (GO:0000725)	1.0	-0.1391406816095518	-0.5118509035360681	30.18%	MEIOB;BLM;FAN1;XRCC2;AUNIP;RAD54B;PARP1;RNF138;POLQ;BRCA2
histone modification (GO:0016570)	1.0	-0.12344196478063232	-0.5141342578250535	12.49%	PHC1;RCOR2;AURKC;CTCFL
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1.0	-0.18181472613308386	-0.5149574531345165	4.99%	PRKCQ
positive regulation of telomere maintenance via telomerase (GO:0032212)	1.0	-0.19069597507567054	-0.5158983827164064	4.99%	PRKCQ
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	1.0	-0.12733094744773027	-0.5161155946840095	87.38%	RPL17;RPS9;RPS3A;RPS10;RPL36A;RPL7;RPS27;RPSA;RPL38;RPL21;RPS2;RPS15;RPL9;CASC3;EIF3E;SMG5;RNPS1;NCBP2;SMG6;RPS5;RPL15;RPS13;RBM8A;RPL37;RPS6;MAGOHB;RPL13;RPLP1;RPL10;RPL34;RPL28;RPS3;RPL32;RPL27A;RPS19;CTIF;UBA52;RPS14;RPS23
response to insulin (GO:0032868)	1.0	-0.1431437143093377	-0.5171874111242029	39.30%	PDE3B;GPLD1;SORBS1;SLC25A33;ENPP1;PARP1;SIRT1;RAB15;RAB12;TBC1D4;PRKCI;INSIG1;C2CD5
protein-DNA complex assembly (GO:0065004)	1.0	-0.1320118033119909	-0.5210374411171492	31.75%	NAP1L2;NAP1L3;CENPV;CDK7;GTF2H2;ORC1;NAP1L4;CHAF1A;PARP1;MCM3;MCM6;ORC2;NPM1
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	1.0	-0.20187499384788807	-0.5231970136091181	6.21%	ATP1A2
protein deacylation (GO:0035601)	1.0	-0.21123827083729432	-0.5236102415818179	44.50%	ABHD17B;SIRT1;LYPLA1;HDAC5;ABHD17C
acyl-CoA metabolic process (GO:0006637)	1.0	-0.1970775571375047	-0.5241120030830094	80.35%	ACACA;ACSM3;HMGCS1;SUCLG2;ACOT13;THEM4;MCEE;ACOT2;ACSF2;OXSM
positive regulation of protein localization to nucleus (GO:1900182)	1.0	-0.15019305277252082	-0.5249818463087027	1.57%	CDH1
maintenance of protein localization in organelle (GO:0072595)	1.0	-0.20318352059925093	-0.5298305487111741	79.73%	CHCHD10;HK2;HK1;TAF3;TAPT1;PML;ARL2BP;SKP1
protein localization to chromosome, telomeric region (GO:0070198)	1.0	-0.23694553621560924	-0.531807315205332	76.35%	TERT;BRCA2;TERF2IP;ATRX;TPP1
positive regulation of transporter activity (GO:0032411)	1.0	-0.2277511662729275	-0.5336305922249026	32.03%	SYNGR3;WNK3;NR1H3
GPI anchor metabolic process (GO:0006505)	1.0	-0.2108992056313453	-0.5376500082078599	56.19%	GPLD1;PIGW;PIGA;DPM3;PIGU;PIGM;PIGG
regulation of protein polymerization (GO:0032271)	1.0	-0.2074029008765186	-0.5414647872262183	8.12%	CAMSAP3
cellular response to osmotic stress (GO:0071470)	1.0	-0.20861423220973785	-0.5439201837466054	79.19%	SLC4A11;WNK3;LRRC8D;STK39;ARHGEF2;PKD2;SERPINB6;MYLK
monocarboxylic acid metabolic process (GO:0032787)	1.0	-0.1309934421773888	-0.5458632638177813	24.25%	CYP2S1;GATM;GGT1;CKMT1A;ABAT;CKB;FASN;ECHDC3;LPL;PCCA
positive regulation of smoothened signaling pathway (GO:0045880)	1.0	-0.23653040224811775	-0.5541722231644881	29.71%	DLG5;GLI1;SMO
protein destabilization (GO:0031648)	1.0	-0.19800710682263986	-0.5555605577823252	3.61%	CCDC88C
establishment of mitotic spindle localization (GO:0040001)	1.0	-0.22191011235955058	-0.557339863207877	77.86%	SAPCD2;GJA1;MAD2L1;CLASP2;UBXN2B;CDK5RAP2;NSFL1C;DYNLT1
establishment of mitotic spindle orientation (GO:0000132)	1.0	-0.22871983360409903	-0.5575843940566075	30.39%	SAPCD2;GJA1;MAD2L1
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	1.0	-0.1571154352599676	-0.5596259464315492	40.71%	KHDRBS2;RBFOX3;RBM11;SRSF12;RBFOX2;HNRNPA1;KHDRBS3;RBM15;RBM4;RBMX;KHDRBS1;HNRNPL;CELF1
DNA-templated transcription, termination (GO:0006353)	1.0	-0.16862133076858965	-0.5644892198994707	25.28%	SMN1;PABPN1;CDK7;GTF2H2;CSTF3
positive regulation of JNK cascade (GO:0046330)	1.0	-0.1570390231360104	-0.566145529856589	22.48%	FGF19;GADD45G;FZD7;MAPK8IP1;SEMA3A;F2RL1
cell cycle G2/M phase transition (GO:0044839)	1.0	-0.13290376743354615	-0.5666997922706747	24.91%	CSNK1E;TUBB4A;NES;BRSK2;BRSK1;CDK7;PRKAR2B;CDC25A;NINL;PLK4;CHEK2
negative regulation of response to reactive oxygen species (GO:1901032)	1.0	-0.2602778191960698	-0.5679978318930797	9.97%	GPR37
G2/M transition of mitotic cell cycle (GO:0000086)	1.0	-0.13372619168020755	-0.569134162513222	24.91%	CSNK1E;TUBB4A;NES;BRSK2;BRSK1;CDK7;PRKAR2B;CDC25A;NINL;PLK4;CHEK2
positive regulation of DNA replication (GO:0045740)	1.0	-0.2410628590017756	-0.5694149492662353	27.17%	DNA2;KAT7;GLI1
protein monoubiquitination (GO:0006513)	1.0	-0.20588235294117646	-0.5695503172089417	79.47%	KBTBD8;UBE2E1;FANCL;UBE2O;KLHL12;UBE2W;TRIM25;DTX3L;RBX1;UBE2B
negative regulation of telomere maintenance (GO:0032205)	1.0	-0.24485211531261702	-0.5721317462499174	75.56%	TERF1;PARP1;SMG6;TERF2IP;RAD50;ERCC4
ciliary basal body-plasma membrane docking (GO:0097711)	1.0	-0.14685443008027838	-0.5726328821722722	5.44%	CSNK1E;TUBB4A
positive regulation of endopeptidase activity (GO:0010950)	1.0	-0.20578560302924243	-0.5743480606438286	17.88%	SEMG1;EFNA3
regulation of phosphoprotein phosphatase activity (GO:0043666)	1.0	-0.18669165885660732	-0.5763360729075523	81.39%	PPP4R4;PPP1R1B;FKBP1B;BOD1;MASTL;FKBP1A;BOD1L1;CALM2;NUAK1;PPP1R15A;ITGA1;CSNK2B;PDGFRB
monocarboxylic acid catabolic process (GO:0072329)	1.0	-0.2481805746526835	-0.5777750465485314	10.00%	FAAH
DNA modification (GO:0006304)	1.0	-0.2175903272188103	-0.5782356918159691	28.29%	TERF1;UNG;EXOSC6;PARP1
nuclear export (GO:0051168)	1.0	-0.14768425503105254	-0.5805854656757112	64.75%	U2AF1;NUP62CL;ANKLE1;ALYREF;THOC3;HNRNPA1;CSE1L;STRADB;EIF4E;NUP153;NUP155;XPO1;SRSF2;XPO7;XPO4;XPO5;CASC3;SRSF1;RNPS1;NCBP2;MALT1;PKD1;NUP214;THOC2;RBM8A;PHAX;NEMF;RAE1;U2AF1L4;MAGOHB;SLU7
DNA-templated transcription, initiation (GO:0006352)	0.9999054787999428	-0.13514587335767617	-0.5852522717204988	26.98%	NR6A1;NR5A2;TAF4B;RORB;NR2F6;TEAD2;RRN3;CDK7;GTF2H2;NOTCH1;TAF5;POLRMT;TAF4;TAF9;GTF2E1
phosphatidylserine metabolic process (GO:0006658)	1.0	-0.21374952470544223	-0.5855962502948717	5.05%	PLA2G3
DNA repair (GO:0006281)	1.0	-0.118720393794868	-0.5857835439217889	37.79%	CSNK1E;RMI2;GTF2H2C;RAD17;UNG;BLM;DNA2;CHEK1;FANCF;GTF2H2;MSH2;FANCD2;FAN1;UBE2V1;INTS3;NSMCE4A;CHEK2;MAD2L2;XRCC2;TICRR;WDHD1;PARP1;POLQ;MSH6;SIRT1;TDP1;BRCA2;TRIM28;NPM1;MTA1;RFC3;POLE2;FANCL;LIG3;POLA1;KPNA2;PRMT6;RFC4;PIAS4;BARD1;HERC2;APEX1
spermatid development (GO:0007286)	1.0	-0.24013395313001748	-0.5858426636407653	5.55%	DDX25
protein localization to lysosome (GO:0061462)	1.0	-0.1990254872563718	-0.5861386634493296	80.16%	SORL1;ATP13A2;RTN4;CD81;SH3BP4;NAGPA;GCC2;GLMP;SCARB2;LAMTOR5;NEDD4;MFSD1
protein lipidation (GO:0006497)	1.0	-0.17932257237047555	-0.5904199105110863	66.14%	ZDHHC22;GPLD1;PIGW;ZDHHC23;ZDHHC20;PIGA;DPM3;PIGU;ZDHHC9;PIGM;PIGG;ZDHHC3;ATG12;ZDHHC14;WDR45
phospholipid transport (GO:0015914)	1.0	-0.16292049144564713	-0.5910457291907585	30.46%	TMEM30B;ATP8A1;APOE;ABCA3;PITPNC1;ABCC1;APOC1;LDLR;ATP11C
apoptotic DNA fragmentation (GO:0006309)	1.0	-0.25191216304440645	-0.5926365422181946	55.25%	CECR2;CASP3;HMGB1;DNASE2;KPNA1
protein localization to cilium (GO:0061512)	1.0	-0.19558533648977358	-0.5939433856438701	2.94%	SNX10
positive regulation of lymphocyte differentiation (GO:0045621)	1.0	-0.26868365305159264	-0.5940504211552108	20.31%	SYK;MDK
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	1.0	-0.26932434961632046	-0.5947740325749085	73.11%	UNG;NTHL1;NT5C;TDG;SMUG1
